,ano,orgao,codigoOrgao,orgaoSuperior,codigoOrgaoSuperior,empenhado,liquidado,pago
638,2022,Fundo Nacional de Segurança e Educação de Trânsito,56901,Ministério dos Transportes,39000,"891.867,62","891.867,62","883.692,62"
639,2023,Departamento Nacional de Infraestrutura de Transportes,39252,Ministério dos Transportes,39000,"12.750.464.245,13","6.557.562.185,02","6.714.016.828,94"
640,2023,Agência Nacional de Transportes Terrestres,39250,Ministério dos Transportes,39000,"571.267.312,70","355.990.654,00","338.061.679,15"
641,2023,Ministério dos Transportes - Unidades com vínculo direto,39000,Ministério dos Transportes,39000,"365.244.745,68","226.247.201,72","216.301.011,09"
642,2023,"VALEC Engenharia, Construções e Ferrovias S.A.",29209,Ministério dos Transportes,39000,"548.539.528,59","168.314.602,76","162.263.047,18"
643,2016,Fundo de Amparo ao Trabalhador,38901,Ministério do Trabalho e Emprego,40000,"72.239.044.058,47","69.938.319.150,90","69.933.796.962,11"
644,2016,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40000,Ministério do Trabalho e Emprego,40000,"9.813.904.621,86","9.349.451.232,20","9.349.240.793,00"
645,2016,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",37201,Ministério do Trabalho e Emprego,40000,"106.118.995,12","102.354.223,34","102.353.169,74"
646,2017,Fundo de Amparo ao Trabalhador,38901,Ministério do Trabalho e Emprego,40000,"71.320.069.836,91","69.798.719.155,84","69.191.427.665,83"
647,2017,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40000,Ministério do Trabalho e Emprego,40000,"8.907.174.782,23","8.828.796.641,64","8.827.940.479,44"
648,2017,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",37201,Ministério do Trabalho e Emprego,40000,"112.102.478,53","108.118.697,71","108.116.556,26"
649,2018,Fundo de Amparo ao Trabalhador,38901,Ministério do Trabalho e Emprego,40000,"72.212.122.195,51","70.734.837.255,53","70.153.822.586,19"
650,2018,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40000,Ministério do Trabalho e Emprego,40000,"8.659.231.112,34","8.573.437.352,09","8.356.645.554,54"
651,2018,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",37201,Ministério do Trabalho e Emprego,40000,"112.783.890,60","108.568.478,02","102.572.318,13"
652,2019,Fundo de Amparo ao Trabalhador,38901,Ministério do Trabalho e Emprego,40000,"74.124.746.617,97","72.374.063.674,65","72.363.684.430,82"
653,2019,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40000,Ministério do Trabalho e Emprego,40000,"5.879.766.964,61","5.823.392.400,10","5.822.247.058,64"
654,2019,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",37201,Ministério do Trabalho e Emprego,40000,"105.127.750,30","103.565.240,27","97.741.078,85"
655,2020,Fundo de Amparo ao Trabalhador,38901,Ministério do Trabalho e Emprego,40000,"76.698.453.577,55","75.482.619.592,28","75.463.663.150,87"
656,2020,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40000,Ministério do Trabalho e Emprego,40000,"41.482.730.548,16","33.480.541.996,73","33.480.541.502,15"
657,2020,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",37201,Ministério do Trabalho e Emprego,40000,"97.275.721,89","93.782.820,94","88.470.258,64"
658,2021,Fundo de Amparo ao Trabalhador,38901,Ministério do Trabalho e Emprego,40000,"66.302.654.712,90","65.511.017.097,29","65.509.353.963,50"
659,2021,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40000,Ministério do Trabalho e Emprego,40000,"7.083.225.431,79","7.044.737.126,82","7.044.730.441,49"
660,2021,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",37201,Ministério do Trabalho e Emprego,40000,"98.508.054,72","94.329.935,23","88.792.425,13"
661,2022,Fundo de Amparo ao Trabalhador,38901,Ministério do Trabalho e Emprego,40000,"85.570.437.199,65","85.067.565.063,52","85.067.564.093,81"
662,2022,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40000,Ministério do Trabalho e Emprego,40000,"6.819.582.025,82","6.450.297.030,92","6.153.856.057,09"
663,2022,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",37201,Ministério do Trabalho e Emprego,40000,"99.832.831,45","93.136.045,87","87.837.830,90"
664,2023,Fundo de Amparo ao Trabalhador,38901,Ministério do Trabalho e Emprego,40000,"75.939.282.298,80","75.813.220.536,37","75.813.065.501,51"
665,2023,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40000,Ministério do Trabalho e Emprego,40000,"2.970.474.174,65","2.769.310.240,07","2.500.851.580,90"
666,2023,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",37201,Ministério do Trabalho e Emprego,40000,"98.755.326,59","69.363.807,15","64.972.067,51"
667,2016,Ministério das Comunicações - Unidades com vínculo direto,41000,Ministério das Comunicações,41000,"1.796.389.936,80","1.766.850.086,06","1.766.472.823,39"
668,2016,Agêncial Nacional de Telecomunicações,41231,Ministério das Comunicações,41000,"474.254.234,84","450.368.294,38","450.210.227,46"
669,2016,Fundo para o Desenvolvimento Tecnológico das Telecomunicações,41903,Ministério das Comunicações,41000,"233.160.834,02","227.710.444,05","227.710.444,05"
670,2016,Fundo de Universalização dos Serviços de Telecomunicações,41232,Ministério das Comunicações,41000,"101.419,00","101.419,00","101.419,00"
671,2017,Agêncial Nacional de Telecomunicações,41231,Ministério das Comunicações,41000,"499.189.811,55","476.431.580,12","476.183.560,15"
672,2017,Fundo para o Desenvolvimento Tecnológico das Telecomunicações,41903,Ministério das Comunicações,41000,"220.099.963,58","220.099.963,58","220.099.963,58"
673,2017,Fundo de Universalização dos Serviços de Telecomunicações,41232,Ministério das Comunicações,41000,"101.000,00","101.000,00","101.000,00"
674,2017,Ministério das Comunicações - Unidades com vínculo direto,41000,Ministério das Comunicações,41000,"0,00","0,00","0,00"
675,2018,Agêncial Nacional de Telecomunicações,41231,Ministério das Comunicações,41000,"579.597.650,02","498.401.614,73","472.469.331,45"
676,2018,Fundo para o Desenvolvimento Tecnológico das Telecomunicações,41903,Ministério das Comunicações,41000,"207.948.549,05","207.803.313,78","207.803.313,78"
677,2018,Fundo de Universalização dos Serviços de Telecomunicações,41232,Ministério das Comunicações,41000,"61.281,00","61.281,00","61.281,00"
678,2019,Agêncial Nacional de Telecomunicações,41231,Ministério das Comunicações,41000,"576.086.380,01","507.749.134,60","480.451.139,72"
679,2019,Fundo para o Desenvolvimento Tecnológico das Telecomunicações,41903,Ministério das Comunicações,41000,"316.995.000,00","31.680,00","31.680,00"
680,2019,Fundo de Universalização dos Serviços de Telecomunicações,41232,Ministério das Comunicações,41000,"9.997,90","9.997,90","9.997,90"
681,2020,Agêncial Nacional de Telecomunicações,41231,Ministério das Comunicações,41000,"561.681.634,46","485.878.058,75","458.692.550,95"
682,2020,Telecomunicações Brasileiras S.A.,24216,Ministério das Comunicações,41000,"552.798.936,06","450.438.223,13","444.916.855,01"
683,2020,Fundo para o Desenvolvimento Tecnológico das Telecomunicações,41903,Ministério das Comunicações,41000,"428.405.279,16","428.003.654,05","428.003.654,05"
684,2021,Ministério das Comunicações - Unidades com vínculo direto,41000,Ministério das Comunicações,41000,"846.280.644,15","583.317.180,20","576.216.061,86"
685,2021,Agêncial Nacional de Telecomunicações,41231,Ministério das Comunicações,41000,"543.831.240,07","491.261.530,68","463.362.667,80"
686,2021,Telecomunicações Brasileiras S.A.,24216,Ministério das Comunicações,41000,"573.977.765,37","467.023.330,48","458.921.777,22"
687,2021,Fundo para o Desenvolvimento Tecnológico das Telecomunicações,41903,Ministério das Comunicações,41000,"384.915.719,10","384.426.699,75","384.426.699,75"
688,2022,Fundo de Universalização dos Serviços de Telecomunicações,41232,Ministério das Comunicações,41000,"1.197.638.339,00","789.745.240,00","789.745.240,00"
689,2022,Telecomunicações Brasileiras S.A.,24216,Ministério das Comunicações,41000,"707.364.341,87","527.930.417,13","493.605.510,85"
690,2022,Agêncial Nacional de Telecomunicações,41231,Ministério das Comunicações,41000,"567.678.503,07","507.128.555,11","479.165.930,54"
691,2022,Ministério das Comunicações - Unidades com vínculo direto,41000,Ministério das Comunicações,41000,"731.101.506,36","413.391.438,41","401.651.035,70"
692,2022,Fundo para o Desenvolvimento Tecnológico das Telecomunicações,41903,Ministério das Comunicações,41000,"310.686.740,45","214.157.434,55","293.222.967,61"
693,2023,Agêncial Nacional de Telecomunicações,41231,Ministério das Comunicações,41000,"570.246.095,27","384.702.396,66","357.702.378,17"
694,2023,Telecomunicações Brasileiras S.A.,24216,Ministério das Comunicações,41000,"495.076.991,22","355.693.825,34","336.552.011,73"
695,2023,Fundo para o Desenvolvimento Tecnológico das Telecomunicações,41903,Ministério das Comunicações,41000,"316.304.303,43","247.136.275,42","242.436.037,60"
696,2023,Ministério das Comunicações - Unidades com vínculo direto,41000,Ministério das Comunicações,41000,"182.856.755,49","108.790.198,09","105.578.445,26"
697,2016,Instituto do Patrimônio Histórico e Artístico Nacional,20411,Ministério da Cultura,42000,"393.584.107,59","342.427.041,33","341.847.532,82"
698,2016,Ministério da Cultura - Unidades com vínculo direto,42000,Ministério da Cultura,42000,"288.168.994,95","213.524.737,29","212.780.270,61"
699,2016,Instituto Brasileiro de Museus,42207,Ministério da Cultura,42000,"168.494.494,33","139.719.594,08","139.527.682,10"
700,2016,Agência Nacional do Cinema,20203,Ministério da Cultura,42000,"882.916.260,66","125.507.273,82","125.028.271,60"
701,2016,Fundação Nacional de Artes,20412,Ministério da Cultura,42000,"126.684.985,14","106.843.684,34","106.719.802,04"
702,2016,Fundação Biblioteca Nacional,20404,Ministério da Cultura,42000,"106.883.120,99","94.411.893,96","94.269.822,46"
703,2016,Fundação Casa de Rui Barbosa,20403,Ministério da Cultura,42000,"45.873.419,95","43.325.518,74","43.325.518,74"
704,2016,Fundação Cultural Palmares,20408,Ministério da Cultura,42000,"26.302.843,08","20.480.707,29","20.407.072,35"
705,2016,Fundo Nacional de Cultura,34902,Ministério da Cultura,42000,"15.963.245,33","3.864.167,00","3.453.167,00"
706,2017,Instituto do Patrimônio Histórico e Artístico Nacional,20411,Ministério da Cultura,42000,"442.239.003,76","365.101.759,84","363.069.317,02"
707,2017,Agência Nacional do Cinema,20203,Ministério da Cultura,42000,"870.379.505,15","208.027.788,04","207.833.118,44"
708,2017,Ministério da Cultura - Unidades com vínculo direto,42000,Ministério da Cultura,42000,"279.415.638,60","203.693.682,23","203.496.539,69"
709,2017,Instituto Brasileiro de Museus,42207,Ministério da Cultura,42000,"158.513.904,72","137.829.116,62","137.643.028,63"
710,2017,Fundação Nacional de Artes,20412,Ministério da Cultura,42000,"121.165.854,28","104.046.088,12","103.983.895,16"
711,2017,Fundação Biblioteca Nacional,20404,Ministério da Cultura,42000,"106.528.537,64","100.804.343,49","100.294.641,27"
712,2017,Fundação Casa de Rui Barbosa,20403,Ministério da Cultura,42000,"47.239.289,78","46.223.267,63","46.222.772,63"
713,2017,Fundação Cultural Palmares,20408,Ministério da Cultura,42000,"23.391.669,21","19.067.523,68","19.063.205,43"
714,2017,Fundo Nacional de Cultura,34902,Ministério da Cultura,42000,"15.083.630,12","6.369.915,45","6.369.915,45"
715,2018,Instituto do Patrimônio Histórico e Artístico Nacional,20411,Ministério da Cultura,42000,"496.759.730,80","392.421.416,07","374.463.683,92"
716,2018,Ministério da Cultura - Unidades com vínculo direto,42000,Ministério da Cultura,42000,"312.430.189,03","255.153.305,49","243.067.327,21"
717,2018,Instituto Brasileiro de Museus,42207,Ministério da Cultura,42000,"166.805.118,52","145.221.083,30","139.932.957,09"
718,2018,Agência Nacional do Cinema,20203,Ministério da Cultura,42000,"866.265.106,45","135.598.032,39","130.170.399,72"
719,2018,Fundação Biblioteca Nacional,20404,Ministério da Cultura,42000,"106.992.813,02","103.138.676,76","94.867.674,33"
720,2018,Fundação Nacional de Artes,20412,Ministério da Cultura,42000,"115.800.452,44","95.678.471,72","91.648.722,53"
721,2018,Fundação Casa de Rui Barbosa,20403,Ministério da Cultura,42000,"47.621.541,56","46.195.740,76","43.429.824,78"
722,2018,Fundação Cultural Palmares,20408,Ministério da Cultura,42000,"29.007.130,25","19.522.669,69","18.967.211,66"
723,2018,Fundo Nacional de Cultura,34902,Ministério da Cultura,42000,"26.992.829,91","16.863.435,93","15.287.366,93"
724,2019,Instituto do Patrimônio Histórico e Artístico Nacional,20411,Ministério da Cultura,42000,"599.949.994,30","379.063.352,34","361.132.578,21"
725,2019,Instituto Brasileiro de Museus,42207,Ministério da Cultura,42000,"185.247.966,62","143.635.499,21","138.544.207,86"
726,2019,Agência Nacional do Cinema,20203,Ministério da Cultura,42000,"854.667.065,12","130.408.853,79","124.801.225,05"
727,2019,Fundação Biblioteca Nacional,20404,Ministério da Cultura,42000,"109.399.679,89","103.757.428,87","98.716.445,83"
728,2019,Fundação Nacional de Artes,20412,Ministério da Cultura,42000,"114.634.452,29","92.254.493,70","88.211.276,90"
729,2019,Fundação Casa de Rui Barbosa,20403,Ministério da Cultura,42000,"47.333.011,71","45.882.853,06","43.224.275,02"
730,2019,Ministério da Cultura - Unidades com vínculo direto,42000,Ministério da Cultura,42000,"101.997.022,48","39.099.710,53","38.581.737,13"
731,2019,Fundação Cultural Palmares,20408,Ministério da Cultura,42000,"22.156.745,00","18.760.823,00","18.258.103,32"
732,2019,Fundo Nacional de Cultura,34902,Ministério da Cultura,42000,"0,00","0,00","0,00"
733,2020,Fundo Nacional de Cultura,34902,Ministério da Cultura,42000,"3.032.419.982,52","3.004.849.655,09","3.004.849.655,09"
734,2020,Instituto do Patrimônio Histórico e Artístico Nacional,20411,Ministério da Cultura,42000,"378.562.946,02","314.692.930,18","297.293.822,13"
735,2020,Instituto Brasileiro de Museus,42207,Ministério da Cultura,42000,"152.895.296,16","136.232.808,52","131.407.299,69"
736,2020,Agência Nacional do Cinema,20203,Ministério da Cultura,42000,"548.246.268,58","122.137.948,29","114.759.439,63"
737,2020,Fundação Biblioteca Nacional,20404,Ministério da Cultura,42000,"106.737.318,61","97.470.173,76","92.847.897,12"
738,2020,Fundação Nacional de Artes,20412,Ministério da Cultura,42000,"111.983.639,08","88.691.942,30","83.784.905,15"
739,2020,Fundação Casa de Rui Barbosa,20403,Ministério da Cultura,42000,"51.232.013,22","45.721.115,68","43.190.648,99"
740,2020,Fundação Cultural Palmares,20408,Ministério da Cultura,42000,"21.042.931,76","17.708.785,31","16.831.095,97"
741,2020,Ministério da Cultura - Unidades com vínculo direto,42000,Ministério da Cultura,42000,"84.011.518,70","13.224.878,17","13.224.699,81"
742,2021,Instituto do Patrimônio Histórico e Artístico Nacional,20411,Ministério da Cultura,42000,"358.956.419,26","318.489.752,67","302.534.089,52"
743,2021,Instituto Brasileiro de Museus,42207,Ministério da Cultura,42000,"150.326.002,08","132.328.615,81","127.188.911,96"
744,2021,Agência Nacional do Cinema,20203,Ministério da Cultura,42000,"566.216.051,91","122.295.776,64","116.483.260,28"
745,2021,Fundação Nacional de Artes,20412,Ministério da Cultura,42000,"111.933.626,70","93.012.846,69","89.236.515,90"
746,2021,Fundação Biblioteca Nacional,20404,Ministério da Cultura,42000,"100.488.213,68","93.202.778,59","88.531.549,90"
747,2021,Fundação Casa de Rui Barbosa,20403,Ministério da Cultura,42000,"51.288.350,93","44.657.757,87","42.166.053,63"
748,2021,Ministério da Cultura - Unidades com vínculo direto,42000,Ministério da Cultura,42000,"77.043.120,87","28.845.995,31","28.812.127,69"
749,2021,Fundação Cultural Palmares,20408,Ministério da Cultura,42000,"21.510.652,97","14.473.356,90","13.902.865,38"
750,2021,Fundo Nacional de Cultura,34902,Ministério da Cultura,42000,"30.147.744,07","9.452.927,33","9.452.927,33"
751,2022,Instituto do Patrimônio Histórico e Artístico Nacional,20411,Ministério da Cultura,42000,"364.972.149,45","301.171.815,37","273.061.139,45"
752,2022,Instituto Brasileiro de Museus,42207,Ministério da Cultura,42000,"165.181.404,07","139.081.928,87","128.969.132,40"
753,2022,Agência Nacional do Cinema,20203,Ministério da Cultura,42000,"544.522.830,62","121.140.038,13","115.180.277,27"
754,2022,Fundação Biblioteca Nacional,20404,Ministério da Cultura,42000,"102.511.284,52","95.844.012,59","90.860.213,63"
755,2022,Fundação Nacional de Artes,20412,Ministério da Cultura,42000,"115.021.242,21","89.919.541,46","83.202.142,08"
756,2022,Ministério da Cultura - Unidades com vínculo direto,42000,Ministério da Cultura,42000,"3.945.224.860,78","49.518.723,13","48.344.066,40"
757,2022,Fundação Casa de Rui Barbosa,20403,Ministério da Cultura,42000,"45.074.209,88","44.169.788,34","41.777.819,25"
758,2022,Fundação Cultural Palmares,20408,Ministério da Cultura,42000,"23.839.486,19","15.760.977,31","14.838.685,77"
759,2022,Fundo Nacional de Cultura,34902,Ministério da Cultura,42000,"30.505.851,66","8.652.681,12","8.652.681,12"
760,2023,Agência Nacional do Cinema,20203,Ministério da Cultura,42000,"1.373.218.573,34","885.458.278,64","879.677.231,26"
761,2023,Instituto do Patrimônio Histórico e Artístico Nacional,20411,Ministério da Cultura,42000,"345.470.907,60","228.007.771,36","208.485.097,00"
762,2023,Ministério da Cultura - Unidades com vínculo direto,42000,Ministério da Cultura,42000,"244.378.061,68","124.633.640,53","112.497.005,88"
763,2023,Instituto Brasileiro de Museus,42207,Ministério da Cultura,42000,"139.418.356,29","110.584.588,22","103.622.736,48"
764,2023,Fundação Biblioteca Nacional,20404,Ministério da Cultura,42000,"108.545.077,34","75.911.642,48","70.018.749,84"
765,2023,Fundação Nacional de Artes,20412,Ministério da Cultura,42000,"164.127.750,70","74.461.762,27","65.651.172,86"
766,2023,Fundação Casa de Rui Barbosa,20403,Ministério da Cultura,42000,"50.007.738,39","34.331.097,44","31.103.966,31"
767,2023,Fundação Cultural Palmares,20408,Ministério da Cultura,42000,"17.766.632,41","11.166.320,65","10.535.098,10"
768,2023,Fundo Nacional de Cultura,34902,Ministério da Cultura,42000,"23.303.408,81","425.842,00","0,00"
769,2016,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,20701,Ministério do Meio Ambiente e Mudança do Clima,44000,"1.341.604.543,33","1.322.018.555,52","1.320.297.037,87"
770,2016,Instituto Chico Mendes de Conservação da Biodiversidade,44207,Ministério do Meio Ambiente e Mudança do Clima,44000,"612.791.430,12","574.340.871,93","563.650.944,53"
771,2016,Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto,44000,Ministério do Meio Ambiente e Mudança do Clima,44000,"313.453.175,10","292.733.441,47","292.733.441,38"
772,2016,Agência Nacional de Águas,44205,Ministério do Meio Ambiente e Mudança do Clima,44000,"348.170.962,65","257.395.016,13","257.395.016,13"
773,2016,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro,44206,Ministério do Meio Ambiente e Mudança do Clima,44000,"68.902.329,52","64.956.162,41","64.281.583,99"
774,2016,Serviço Florestal Brasileiro,44208,Ministério do Meio Ambiente e Mudança do Clima,44000,"22.568.138,61","8.917.409,31","8.914.276,38"
775,2016,Fundo Nacional do Meio Ambiente,44204,Ministério do Meio Ambiente e Mudança do Clima,44000,"3.890.263,47","241.528,51","241.528,51"
776,2016,Fundo Nacional sobre Mudança no Clima,44902,Ministério do Meio Ambiente e Mudança do Clima,44000,"361.806.318,00","0,00","0,00"
777,2017,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,20701,Ministério do Meio Ambiente e Mudança do Clima,44000,"1.417.190.467,13","1.372.364.904,86","1.371.829.491,45"
778,2017,Instituto Chico Mendes de Conservação da Biodiversidade,44207,Ministério do Meio Ambiente e Mudança do Clima,44000,"624.887.785,75","584.586.460,34","583.753.735,43"
779,2017,Agência Nacional de Águas,44205,Ministério do Meio Ambiente e Mudança do Clima,44000,"396.561.932,39","302.214.714,87","302.214.714,87"
780,2017,Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto,44000,Ministério do Meio Ambiente e Mudança do Clima,44000,"365.893.971,15","291.294.400,47","289.110.465,54"
781,2017,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro,44206,Ministério do Meio Ambiente e Mudança do Clima,44000,"70.964.320,35","68.872.033,31","68.862.949,79"
782,2017,Fundo Nacional sobre Mudança no Clima,44902,Ministério do Meio Ambiente e Mudança do Clima,44000,"24.905.989,00","23.166.881,00","23.166.881,00"
783,2017,Serviço Florestal Brasileiro,44208,Ministério do Meio Ambiente e Mudança do Clima,44000,"42.109.666,37","13.524.098,26","13.126.702,35"
784,2017,Fundo Nacional do Meio Ambiente,44204,Ministério do Meio Ambiente e Mudança do Clima,44000,"6.819.514,76","1.811.643,23","1.811.643,23"
785,2018,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,20701,Ministério do Meio Ambiente e Mudança do Clima,44000,"1.467.380.255,16","1.406.268.441,60","1.329.059.918,12"
786,2018,Instituto Chico Mendes de Conservação da Biodiversidade,44207,Ministério do Meio Ambiente e Mudança do Clima,44000,"666.105.574,81","610.110.950,78","583.078.783,36"
787,2018,Fundo Nacional sobre Mudança no Clima,44902,Ministério do Meio Ambiente e Mudança do Clima,44000,"394.698.266,00","392.582.919,00","392.582.919,00"
788,2018,Agência Nacional de Águas,44205,Ministério do Meio Ambiente e Mudança do Clima,44000,"340.404.319,96","309.414.673,58","303.049.188,39"
789,2018,Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto,44000,Ministério do Meio Ambiente e Mudança do Clima,44000,"268.402.001,53","229.293.617,08","219.484.503,67"
790,2018,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro,44206,Ministério do Meio Ambiente e Mudança do Clima,44000,"73.185.635,69","70.106.689,12","66.591.306,41"
791,2018,Serviço Florestal Brasileiro,44208,Ministério do Meio Ambiente e Mudança do Clima,44000,"26.647.193,09","15.291.088,47","15.287.160,46"
792,2018,Fundo Nacional do Meio Ambiente,44204,Ministério do Meio Ambiente e Mudança do Clima,44000,"10.793.427,17","1.181.420,06","1.180.843,41"
793,2019,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,20701,Ministério do Meio Ambiente e Mudança do Clima,44000,"1.699.676.202,18","1.410.140.618,50","1.330.931.852,89"
794,2019,Instituto Chico Mendes de Conservação da Biodiversidade,44207,Ministério do Meio Ambiente e Mudança do Clima,44000,"697.858.382,54","650.708.803,98","622.329.551,79"
795,2019,Agência Nacional de Águas,44205,Ministério do Meio Ambiente e Mudança do Clima,44000,"346.945.418,51","289.510.472,64","282.817.311,44"
796,2019,Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto,44000,Ministério do Meio Ambiente e Mudança do Clima,44000,"267.904.904,46","181.324.523,68","173.542.215,03"
797,2019,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro,44206,Ministério do Meio Ambiente e Mudança do Clima,44000,"73.881.699,72","67.623.486,94","64.471.811,06"
798,2019,Serviço Florestal Brasileiro,44208,Ministério do Meio Ambiente e Mudança do Clima,44000,"27.917.334,81","7.865.905,54","7.865.905,54"
799,2019,Fundo Nacional do Meio Ambiente,44204,Ministério do Meio Ambiente e Mudança do Clima,44000,"5.767.782,32","105.580,15","48.644,84"
800,2019,Fundo Nacional sobre Mudança no Clima,44902,Ministério do Meio Ambiente e Mudança do Clima,44000,"350.719.518,00","0,00","0,00"
801,2020,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,20701,Ministério do Meio Ambiente e Mudança do Clima,44000,"1.409.253.739,35","1.338.020.778,94","1.264.038.146,51"
802,2020,Instituto Chico Mendes de Conservação da Biodiversidade,44207,Ministério do Meio Ambiente e Mudança do Clima,44000,"652.012.257,09","610.196.214,49","581.954.445,83"
803,2020,Agência Nacional de Águas,44205,Ministério do Meio Ambiente e Mudança do Clima,44000,"339.994.683,46","273.938.578,33","267.777.563,11"
804,2020,Fundo Nacional sobre Mudança no Clima,44902,Ministério do Meio Ambiente e Mudança do Clima,44000,"234.689.511,00","232.847.282,00","232.847.282,00"
805,2020,Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto,44000,Ministério do Meio Ambiente e Mudança do Clima,44000,"200.132.787,08","156.469.913,12","149.254.950,45"
806,2020,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro,44206,Ministério do Meio Ambiente e Mudança do Clima,44000,"73.682.567,06","67.468.307,38","64.428.433,34"
807,2020,Serviço Florestal Brasileiro,44208,Ministério do Meio Ambiente e Mudança do Clima,44000,"32.875.008,73","19.875.017,15","19.875.017,15"
808,2020,Fundo Nacional do Meio Ambiente,44204,Ministério do Meio Ambiente e Mudança do Clima,44000,"0,00","0,00","0,00"
809,2021,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,20701,Ministério do Meio Ambiente e Mudança do Clima,44000,"1.530.256.119,65","1.345.612.601,00","1.264.448.071,45"
810,2021,Instituto Chico Mendes de Conservação da Biodiversidade,44207,Ministério do Meio Ambiente e Mudança do Clima,44000,"707.373.624,68","653.360.533,61","616.067.544,93"
811,2021,Agência Nacional de Águas,44205,Ministério do Meio Ambiente e Mudança do Clima,44000,"390.426.172,46","343.941.010,53","337.571.824,91"
812,2021,Fundo Nacional sobre Mudança no Clima,44902,Ministério do Meio Ambiente e Mudança do Clima,44000,"324.971.081,00","322.971.081,00","322.971.081,00"
813,2021,Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto,44000,Ministério do Meio Ambiente e Mudança do Clima,44000,"218.247.250,15","161.539.956,77","153.457.432,36"
814,2021,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro,44206,Ministério do Meio Ambiente e Mudança do Clima,44000,"74.071.315,26","68.991.610,01","66.092.042,65"
815,2021,Serviço Florestal Brasileiro,44208,Ministério do Meio Ambiente e Mudança do Clima,44000,"14.490.497,02","9.868.137,12","9.866.557,12"
816,2021,Fundo Nacional do Meio Ambiente,44204,Ministério do Meio Ambiente e Mudança do Clima,44000,"54.150,00","54.150,00","54.150,00"
817,2022,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,20701,Ministério do Meio Ambiente e Mudança do Clima,44000,"1.516.529.970,54","1.427.880.800,04","1.340.150.954,77"
818,2022,Instituto Chico Mendes de Conservação da Biodiversidade,44207,Ministério do Meio Ambiente e Mudança do Clima,44000,"727.891.920,12","680.996.112,13","638.239.567,73"
819,2022,Fundo Nacional sobre Mudança no Clima,44902,Ministério do Meio Ambiente e Mudança do Clima,44000,"447.631.522,00","444.105.542,00","444.105.542,00"
820,2022,Agência Nacional de Águas,44205,Ministério do Meio Ambiente e Mudança do Clima,44000,"395.567.909,51","349.674.697,90","342.901.661,43"
821,2022,Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto,44000,Ministério do Meio Ambiente e Mudança do Clima,44000,"204.006.010,15","163.952.886,96","156.306.494,15"
822,2022,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro,44206,Ministério do Meio Ambiente e Mudança do Clima,44000,"76.253.665,39","73.907.133,92","70.727.073,22"
823,2022,Serviço Florestal Brasileiro,44208,Ministério do Meio Ambiente e Mudança do Clima,44000,"24.354.182,42","16.379.684,15","17.560.278,94"
824,2022,Fundo Nacional do Meio Ambiente,44204,Ministério do Meio Ambiente e Mudança do Clima,44000,"45.039,64","45.039,64","45.039,64"
825,2023,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,20701,Ministério do Meio Ambiente e Mudança do Clima,44000,"1.668.557.540,00","1.119.093.627,61","1.011.737.138,29"
826,2023,Instituto Chico Mendes de Conservação da Biodiversidade,44207,Ministério do Meio Ambiente e Mudança do Clima,44000,"794.411.021,29","575.613.653,52","542.243.367,40"
