,ano,orgao,codigoOrgao,orgaoSuperior,codigoOrgaoSuperior,empenhado,liquidado,pago
299,2022,Universidade Federal do Rio Grande do Sul,26244,Ministério da Educação,26000,"2.012.012.707,79","1.977.389.644,59","1.851.822.746,97"
300,2022,Fundação Universidade de Brasília,26271,Ministério da Educação,26000,"2.071.252.364,66","1.797.556.401,80","1.817.319.211,07"
301,2022,Universidade Federal do Paraná,26241,Ministério da Educação,26000,"1.956.537.266,28","1.915.081.138,74","1.800.228.903,60"
302,2022,Universidade Federal da Paraíba,26240,Ministério da Educação,26000,"1.997.783.006,81","1.937.712.645,83","1.790.866.247,99"
303,2022,Universidade Federal de Santa Catarina,26246,Ministério da Educação,26000,"1.977.280.977,00","1.918.564.338,60","1.774.005.374,08"
304,2022,Universidade Federal do Rio Grande do Norte,26243,Ministério da Educação,26000,"1.926.537.596,93","1.881.630.965,53","1.758.801.585,91"
305,2022,Universidade Federal de Pernambuco,26242,Ministério da Educação,26000,"1.926.100.575,38","1.852.138.986,87","1.727.992.932,40"
306,2022,Universidade Federal do Ceará,26233,Ministério da Educação,26000,"1.740.846.913,21","1.590.429.422,58","1.600.432.616,38"
307,2023,Fundo Nacional de Desenvolvimento da Educação,26298,Ministério da Educação,26000,"74.544.339.715,62","48.901.575.174,80","48.744.218.063,53"
308,2023,Empresa Brasileira de Serviços Hospitalares,26443,Ministério da Educação,26000,"8.235.396.221,33","7.015.863.363,06","6.572.297.249,99"
309,2023,Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,26291,Ministério da Educação,26000,"4.849.885.123,87","3.124.514.136,70","3.046.258.249,25"
310,2023,Universidade Federal do Rio de Janeiro,26245,Ministério da Educação,26000,"3.449.174.924,20","3.115.148.987,48","2.841.105.223,92"
311,2023,Universidade Federal de Minas Gerais,26238,Ministério da Educação,26000,"2.728.874.675,10","1.899.684.400,09","1.722.964.341,78"
312,2023,Universidade Federal Fluminense,26236,Ministério da Educação,26000,"1.836.239.759,18","1.785.364.370,58","1.638.658.514,82"
313,2023,Universidade Federal da Bahia,26232,Ministério da Educação,26000,"2.086.326.604,85","1.538.565.159,64","1.417.565.504,62"
314,2023,Fundação Universidade de Brasília,26271,Ministério da Educação,26000,"2.031.515.277,03","1.505.656.908,26","1.369.957.067,23"
315,2023,Universidade Federal do Paraná,26241,Ministério da Educação,26000,"1.862.634.924,04","1.476.510.501,54","1.347.877.838,30"
316,2023,Universidade Federal do Rio Grande do Sul,26244,Ministério da Educação,26000,"1.890.940.005,24","1.536.792.623,15","1.338.973.702,49"
317,2023,Universidade Federal do Rio Grande do Norte,26243,Ministério da Educação,26000,"1.992.064.922,37","1.453.815.583,48","1.327.679.256,65"
318,2023,Universidade Federal de Santa Catarina,26246,Ministério da Educação,26000,"1.900.362.820,65","1.457.142.950,87","1.320.501.808,94"
319,2023,Universidade Federal da Paraíba,26240,Ministério da Educação,26000,"1.858.205.737,96","1.433.782.904,17","1.308.718.214,97"
320,2023,Universidade Federal de Pernambuco,26242,Ministério da Educação,26000,"2.010.731.365,49","1.422.824.668,05","1.280.561.188,51"
321,2023,Hospital de Clínicas de Porto Alegre,26294,Ministério da Educação,26000,"1.413.168.585,67","1.311.578.385,14","1.203.276.822,46"
322,2016,"Instituto Nacional de Metrologia, Qualidade e Tecnologia",30203,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"850.721.355,19","834.665.302,92","834.665.296,34"
323,2016,Instituto Nacional da Propriedade Industrial,30204,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"333.711.287,79","320.938.451,11","320.938.451,11"
324,2016,Superintendência da Zona Franca de Manaus,20603,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"313.402.143,40","148.824.906,97","148.717.259,07"
325,2016,Fundo de Garantia para a Promoção da Competitividade,28500,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"491.015,80","491.015,80","491.015,80"
326,2016,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços - Unidades com vínculo direto",28000,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"4.566.339,42","0,00","0,00"
327,2017,"Instituto Nacional de Metrologia, Qualidade e Tecnologia",30203,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"830.236.521,18","823.417.829,70","823.391.540,04"
328,2017,Instituto Nacional da Propriedade Industrial,30204,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"383.945.260,27","362.779.286,11","362.743.158,12"
329,2017,Superintendência da Zona Franca de Manaus,20603,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"181.136.802,91","173.385.173,11","173.234.772,97"
330,2017,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços - Unidades com vínculo direto",28000,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"18.860.053,90","7.268.021,32","7.261.021,32"
331,2017,Fundo de Garantia para a Promoção da Competitividade,28500,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"42.199,30","42.199,30","42.199,30"
332,2018,"Instituto Nacional de Metrologia, Qualidade e Tecnologia",30203,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"773.031.772,32","740.668.823,57","721.303.492,93"
333,2018,Instituto Nacional da Propriedade Industrial,30204,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"379.145.516,31","372.894.358,94","353.054.917,73"
334,2018,Superintendência da Zona Franca de Manaus,20603,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"184.437.778,68","175.819.705,02","167.983.309,60"
335,2018,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços - Unidades com vínculo direto",28000,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"23.082.827,53","14.377.742,73","14.377.742,73"
336,2018,Fundo de Garantia para a Promoção da Competitividade,28500,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"87.500,00","87.500,00","87.500,00"
337,2019,"Instituto Nacional de Metrologia, Qualidade e Tecnologia",30203,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"768.502.826,17","747.608.474,52","728.490.703,49"
338,2019,Instituto Nacional da Propriedade Industrial,30204,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"373.149.326,86","361.530.659,78","340.752.186,33"
339,2019,Superintendência da Zona Franca de Manaus,20603,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"198.409.358,36","177.008.755,82","167.827.325,43"
340,2019,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços - Unidades com vínculo direto",28000,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"45.169.073,89","17.415.452,37","17.415.452,37"
341,2019,Fundo de Garantia para a Promoção da Competitividade,28500,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"93.955,00","93.955,00","93.955,00"
342,2020,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços - Unidades com vínculo direto",28000,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"63.130.006.991,85","63.117.571.284,72","63.114.484.356,98"
343,2020,"Instituto Nacional de Metrologia, Qualidade e Tecnologia",30203,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"681.939.033,54","668.424.404,10","649.643.845,80"
344,2020,Instituto Nacional da Propriedade Industrial,30204,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"360.824.310,82","352.274.775,62","333.286.101,37"
345,2020,Superintendência da Zona Franca de Manaus,20603,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"176.490.436,30","169.335.498,15","159.262.309,81"
346,2020,Fundo de Garantia para a Promoção da Competitividade,28500,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"97.057,50","97.057,50","97.057,50"
347,2021,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços - Unidades com vínculo direto",28000,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"5.017.105.865,67","5.008.293.188,84","5.008.290.588,46"
348,2021,"Instituto Nacional de Metrologia, Qualidade e Tecnologia",30203,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"697.450.813,55","685.620.001,01","656.558.639,34"
349,2021,Instituto Nacional da Propriedade Industrial,30204,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"364.161.466,78","356.936.831,52","337.018.851,02"
350,2021,Superintendência da Zona Franca de Manaus,20603,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"180.247.068,92","162.810.412,83","154.770.896,91"
351,2021,Fundo de Garantia para a Promoção da Competitividade,28500,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"97.057,50","97.057,50","97.057,50"
352,2022,"Instituto Nacional de Metrologia, Qualidade e Tecnologia",30203,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"725.710.785,52","700.625.527,23","656.243.263,21"
353,2022,Instituto Nacional da Propriedade Industrial,30204,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"365.071.133,78","354.720.726,63","336.167.958,57"
354,2022,Superintendência da Zona Franca de Manaus,20603,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"149.264.620,48","137.294.567,74","129.826.215,69"
355,2022,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços - Unidades com vínculo direto",28000,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"19.669.178,34","9.485.635,05","9.485.635,05"
356,2022,Fundo de Garantia para a Promoção da Competitividade,28500,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"102.977,50","102.977,50","102.977,50"
357,2023,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços - Unidades com vínculo direto",28000,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"1.025.356.348,52","961.887.160,30","946.851.573,77"
358,2023,"Instituto Nacional de Metrologia, Qualidade e Tecnologia",30203,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"705.106.211,16","584.747.749,07","566.206.721,91"
359,2023,Instituto Nacional da Propriedade Industrial,30204,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"350.240.548,28","270.281.873,61","247.463.920,38"
360,2023,Superintendência da Zona Franca de Manaus,20603,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28000,"135.238.051,59","96.092.096,05","88.727.764,82"
361,2016,Polícia Federal,30108,Ministério da Justiça e Segurança Pública,30000,"5.872.204.787,90","5.478.147.660,75","5.473.754.449,96"
362,2016,Polícia Rodoviária Federal,30802,Ministério da Justiça e Segurança Pública,30000,"3.699.346.393,90","3.529.258.507,65","3.526.070.303,44"
363,2016,Fundo Penitenciário Nacional,30907,Ministério da Justiça e Segurança Pública,30000,"1.516.104.979,44","1.251.592.526,49","1.206.633.775,58"
364,2016,Ministério da Justiça e Segurança Pública - Unidades com vínculo direto,30000,Ministério da Justiça e Segurança Pública,30000,"871.248.023,91","752.165.158,59","752.140.857,57"
365,2016,Fundo Nacional de Segurança Pública,30911,Ministério da Justiça e Segurança Pública,30000,"538.351.450,06","361.731.880,98","361.546.347,86"
366,2016,Conselho Administrativo de Defesa Econômica,30211,Ministério da Justiça e Segurança Pública,30000,"32.935.089,32","28.001.407,32","27.930.453,38"
367,2016,Fundo Nacional Antidrogas,30912,Ministério da Justiça e Segurança Pública,30000,"79.541.734,39","11.670.103,40","11.581.193,72"
368,2016,Fundo de Defesa de Direitos Difusos,30905,Ministério da Justiça e Segurança Pública,30000,"1.256.050,79","1.256.050,79","1.256.050,79"
369,2017,Polícia Federal,30108,Ministério da Justiça e Segurança Pública,30000,"6.807.246.728,51","6.508.149.218,19","6.480.939.329,32"
370,2017,Polícia Rodoviária Federal,30802,Ministério da Justiça e Segurança Pública,30000,"4.356.170.026,46","4.152.732.096,06","4.151.575.123,16"
371,2017,Fundo Penitenciário Nacional,30907,Ministério da Justiça e Segurança Pública,30000,"817.877.397,49","769.834.967,53","769.586.907,04"
372,2017,Ministério da Justiça e Segurança Pública - Unidades com vínculo direto,30000,Ministério da Justiça e Segurança Pública,30000,"920.188.906,70","728.803.279,09","728.191.867,81"
373,2017,Fundo Nacional de Segurança Pública,30911,Ministério da Justiça e Segurança Pública,30000,"661.733.639,07","218.299.264,21","218.299.264,21"
374,2017,Conselho Administrativo de Defesa Econômica,30211,Ministério da Justiça e Segurança Pública,30000,"34.270.757,56","27.516.859,67","27.507.668,42"
375,2017,Fundo Nacional Antidrogas,30912,Ministério da Justiça e Segurança Pública,30000,"88.541.754,17","7.279.696,15","7.194.896,14"
376,2017,Fundo de Defesa de Direitos Difusos,30905,Ministério da Justiça e Segurança Pública,30000,"1.544.675,70","340.268,15","340.268,15"
377,2018,Polícia Federal,30108,Ministério da Justiça e Segurança Pública,30000,"7.295.441.031,16","6.899.329.212,98","6.498.865.532,29"
378,2018,Polícia Rodoviária Federal,30802,Ministério da Justiça e Segurança Pública,30000,"4.870.852.965,48","4.447.616.427,31","4.178.292.723,62"
379,2018,Ministério da Justiça e Segurança Pública - Unidades com vínculo direto,30000,Ministério da Justiça e Segurança Pública,30000,"866.732.966,49","590.972.645,11","560.518.661,13"
380,2018,Fundo Nacional de Segurança Pública,30911,Ministério da Justiça e Segurança Pública,30000,"547.684.946,88","234.812.372,70","234.795.879,73"
381,2018,Fundo Penitenciário Nacional,30907,Ministério da Justiça e Segurança Pública,30000,"251.410.568,48","152.449.905,63","152.373.515,27"
382,2018,Conselho Administrativo de Defesa Econômica,30211,Ministério da Justiça e Segurança Pública,30000,"57.305.074,56","36.955.738,87","35.897.889,33"
383,2018,Fundo Nacional Antidrogas,30912,Ministério da Justiça e Segurança Pública,30000,"140.895.082,46","4.134.493,32","4.134.493,32"
384,2018,Fundo de Defesa de Direitos Difusos,30905,Ministério da Justiça e Segurança Pública,30000,"1.408.630,39","1.408.630,39","1.408.630,39"
385,2019,Polícia Federal,30108,Ministério da Justiça e Segurança Pública,30000,"7.584.684.103,79","7.177.170.029,12","6.738.365.299,22"
386,2019,Polícia Rodoviária Federal,30802,Ministério da Justiça e Segurança Pública,30000,"5.109.784.712,31","4.701.243.362,69","4.402.000.493,70"
387,2019,Ministério da Justiça e Segurança Pública - Unidades com vínculo direto,30000,Ministério da Justiça e Segurança Pública,30000,"1.196.416.708,80","587.563.613,15","555.474.484,90"
388,2019,Fundo Nacional de Segurança Pública,30911,Ministério da Justiça e Segurança Pública,30000,"759.294.557,56","442.756.632,22","442.552.091,14"
389,2019,Fundo Penitenciário Nacional,30907,Ministério da Justiça e Segurança Pública,30000,"601.654.572,70","169.784.713,90","169.159.349,66"
390,2019,Conselho Administrativo de Defesa Econômica,30211,Ministério da Justiça e Segurança Pública,30000,"65.653.255,40","38.879.294,81","37.961.001,55"
391,2019,Fundo Nacional Antidrogas,30912,Ministério da Justiça e Segurança Pública,30000,"6.367.837,73","6.102.874,12","6.102.874,12"
392,2019,Fundo de Defesa de Direitos Difusos,30905,Ministério da Justiça e Segurança Pública,30000,"224.093.311,82","0,00","0,00"
393,2020,Polícia Federal,30108,Ministério da Justiça e Segurança Pública,30000,"7.915.088.199,44","7.286.248.593,56","6.876.640.565,07"
394,2020,Polícia Rodoviária Federal,30802,Ministério da Justiça e Segurança Pública,30000,"5.355.425.598,27","5.005.507.218,87","4.708.183.977,48"
395,2020,Fundo Nacional de Segurança Pública,30911,Ministério da Justiça e Segurança Pública,30000,"2.062.739.044,32","1.554.869.911,71","1.554.773.875,04"
396,2020,Ministério da Justiça e Segurança Pública - Unidades com vínculo direto,30000,Ministério da Justiça e Segurança Pública,30000,"1.138.589.312,63","595.984.402,87","562.042.123,42"
397,2020,Fundo Penitenciário Nacional,30907,Ministério da Justiça e Segurança Pública,30000,"412.796.085,57","146.097.787,67","146.071.445,32"
398,2020,Conselho Administrativo de Defesa Econômica,30211,Ministério da Justiça e Segurança Pública,30000,"56.332.929,32","47.133.853,05","46.023.315,46"
399,2020,Fundo Nacional Antidrogas,30912,Ministério da Justiça e Segurança Pública,30000,"24.626.231,28","96.876,98","96.876,98"
400,2020,Fundo de Defesa de Direitos Difusos,30905,Ministério da Justiça e Segurança Pública,30000,"9.114.791,66","0,00","0,00"
401,2021,Polícia Federal,30108,Ministério da Justiça e Segurança Pública,30000,"8.122.177.381,54","7.555.853.435,28","7.093.712.497,94"
402,2021,Polícia Rodoviária Federal,30802,Ministério da Justiça e Segurança Pública,30000,"5.447.976.500,03","5.150.440.651,42","4.825.123.919,74"
403,2021,Fundo Nacional de Segurança Pública,30911,Ministério da Justiça e Segurança Pública,30000,"1.389.600.536,00","1.084.803.554,69","1.084.794.813,66"
404,2021,Ministério da Justiça e Segurança Pública - Unidades com vínculo direto,30000,Ministério da Justiça e Segurança Pública,30000,"1.110.621.133,56","609.458.229,49","573.680.819,70"
405,2021,Fundo Penitenciário Nacional,30907,Ministério da Justiça e Segurança Pública,30000,"544.261.258,05","199.243.419,48","197.742.818,90"
406,2021,Conselho Administrativo de Defesa Econômica,30211,Ministério da Justiça e Segurança Pública,30000,"52.642.719,53","43.848.697,34","42.633.942,14"
407,2021,Fundo Nacional Antidrogas,30912,Ministério da Justiça e Segurança Pública,30000,"18.135.823,36","2.419.680,82","2.419.680,82"
408,2021,Fundo de Defesa de Direitos Difusos,30905,Ministério da Justiça e Segurança Pública,30000,"5.075.524,91","0,00","0,00"
409,2022,Polícia Federal,30108,Ministério da Justiça e Segurança Pública,30000,"8.336.311.585,95","8.009.445.284,00","7.552.372.164,37"
410,2022,Polícia Rodoviária Federal,30802,Ministério da Justiça e Segurança Pública,30000,"5.872.018.429,75","5.552.660.427,09","5.252.515.059,18"
411,2022,Fundo Nacional de Segurança Pública,30911,Ministério da Justiça e Segurança Pública,30000,"1.849.959.250,48","1.356.765.616,57","1.385.411.424,89"
412,2022,Ministério da Justiça e Segurança Pública - Unidades com vínculo direto,30000,Ministério da Justiça e Segurança Pública,30000,"966.711.948,04","663.255.647,81","618.737.023,29"
413,2022,Fundo Penitenciário Nacional,30907,Ministério da Justiça e Segurança Pública,30000,"364.674.120,82","171.029.560,70","84.275.112,17"
414,2022,Conselho Administrativo de Defesa Econômica,30211,Ministério da Justiça e Segurança Pública,30000,"54.724.564,41","46.044.908,78","46.081.944,59"
415,2022,Fundo Nacional Antidrogas,30912,Ministério da Justiça e Segurança Pública,30000,"37.878.228,85","3.537.826,66","3.537.826,66"
416,2022,Fundo de Defesa de Direitos Difusos,30905,Ministério da Justiça e Segurança Pública,30000,"13.059.540,31","0,00","0,00"
417,2023,Polícia Federal,30108,Ministério da Justiça e Segurança Pública,30000,"9.438.074.867,65","6.260.847.479,12","5.688.942.401,26"
418,2023,Polícia Rodoviária Federal,30802,Ministério da Justiça e Segurança Pública,30000,"6.147.021.866,56","4.184.034.647,73","3.757.624.418,42"
419,2023,Fundo Nacional de Segurança Pública,30911,Ministério da Justiça e Segurança Pública,30000,"1.641.096.605,07","935.232.282,50","930.678.333,43"
420,2023,Ministério da Justiça e Segurança Pública - Unidades com vínculo direto,30000,Ministério da Justiça e Segurança Pública,30000,"753.519.851,78","516.475.211,56","473.143.886,00"
421,2023,Fundo Penitenciário Nacional,30907,Ministério da Justiça e Segurança Pública,30000,"352.652.917,92","88.943.101,28","80.541.808,14"
422,2023,Conselho Administrativo de Defesa Econômica,30211,Ministério da Justiça e Segurança Pública,30000,"54.562.603,48","34.549.229,94","33.909.812,70"
423,2023,Autoridade Nacional de Proteção de Dados,30212,Ministério da Justiça e Segurança Pública,30000,"3.307.147,27","2.012.191,94","2.176.885,47"
424,2023,Fundo Nacional Antidrogas,30912,Ministério da Justiça e Segurança Pública,30000,"34.629.599,41","1.064.476,48","1.061.047,36"
425,2023,Fundo de Defesa de Direitos Difusos,30905,Ministério da Justiça e Segurança Pública,30000,"0,00","0,00","0,00"
426,2016,Ministério de Minas e Energia - Unidades com vínculo direto,32000,Ministério de Minas e Energia,32000,"19.475.960.622,61","18.512.680.595,29","18.512.525.314,30"
427,2016,Agência Nacional de Energia Elétrica,32210,Ministério de Minas e Energia,32000,"1.084.118.697,95","1.033.171.981,87","1.033.111.333,91"
428,2016,Indústrias Nucleares do Brasil,20303,Ministério de Minas e Energia,32000,"871.995.790,94","640.433.076,40","640.433.076,40"
429,2016,Companhia de Pesquisa de Recursos Minerais,29208,Ministério de Minas e Energia,32000,"506.580.822,11","492.053.228,15","471.140.145,29"
430,2016,Nuclebrás Equipamentos Pesados S.A.,20302,Ministério de Minas e Energia,32000,"383.659.171,00","383.659.171,00","364.943.800,96"
431,2016,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",32205,Ministério de Minas e Energia,32000,"450.752.208,63","360.782.756,31","358.654.351,86"
432,2016,Departamento Nacional de Produção Mineral,32263,Ministério de Minas e Energia,32000,"316.875.620,01","304.538.677,20","303.641.543,90"
433,2016,Empresa de Pesquisa Energética,32314,Ministério de Minas e Energia,32000,"104.343.445,37","100.597.259,54","100.460.885,84"
434,2017,Ministério de Minas e Energia - Unidades com vínculo direto,32000,Ministério de Minas e Energia,32000,"23.155.118.086,04","22.413.284.741,09","22.412.770.607,96"
435,2017,Agência Nacional de Energia Elétrica,32210,Ministério de Minas e Energia,32000,"1.206.980.652,53","1.176.930.280,30","1.176.804.633,60"
436,2017,Indústrias Nucleares do Brasil,20303,Ministério de Minas e Energia,32000,"848.531.737,92","608.328.719,58","607.097.447,08"
437,2017,Companhia de Pesquisa de Recursos Minerais,29208,Ministério de Minas e Energia,32000,"565.627.195,29","530.193.733,78","507.867.834,00"
438,2017,Nuclebrás Equipamentos Pesados S.A.,20302,Ministério de Minas e Energia,32000,"407.346.885,31","406.723.842,59","391.984.943,81"
439,2017,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",32205,Ministério de Minas e Energia,32000,"429.754.727,26","393.257.642,10","391.487.584,86"
440,2017,Departamento Nacional de Produção Mineral,32263,Ministério de Minas e Energia,32000,"330.262.603,37","319.540.198,56","318.955.902,31"
441,2017,Empresa de Pesquisa Energética,32314,Ministério de Minas e Energia,32000,"101.977.242,62","99.021.382,18","97.226.991,32"
442,2018,Ministério de Minas e Energia - Unidades com vínculo direto,32000,Ministério de Minas e Energia,32000,"34.687.695.388,38","34.155.766.953,79","34.142.292.706,45"
443,2018,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",32205,Ministério de Minas e Energia,32000,"9.912.467.649,25","5.180.002.839,45","5.164.987.806,70"
444,2018,Agência Nacional de Energia Elétrica,32210,Ministério de Minas e Energia,32000,"3.986.427.306,69","3.931.273.424,50","3.919.310.238,06"
445,2018,Agência Nacional de Mineração,32396,Ministério de Minas e Energia,32000,"2.327.746.063,74","1.728.564.956,50","1.728.564.956,50"
446,2018,Indústrias Nucleares do Brasil,20303,Ministério de Minas e Energia,32000,"689.094.746,60","578.565.726,37","555.729.640,24"
447,2018,Companhia de Pesquisa de Recursos Minerais,29208,Ministério de Minas e Energia,32000,"591.854.735,42","537.920.624,74","498.940.272,88"
448,2018,Nuclebrás Equipamentos Pesados S.A.,20302,Ministério de Minas e Energia,32000,"401.058.528,56","400.703.361,93","368.003.248,58"
449,2018,Departamento Nacional de Produção Mineral,32263,Ministério de Minas e Energia,32000,"251.400.589,63","239.413.229,91","219.392.750,30"
450,2018,Empresa de Pesquisa Energética,32314,Ministério de Minas e Energia,32000,"125.995.625,17","110.550.643,21","107.004.357,44"
451,2019,Ministério de Minas e Energia - Unidades com vínculo direto,32000,Ministério de Minas e Energia,32000,"60.229.880.480,17","60.216.884.085,01","60.204.121.851,55"
452,2019,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",32205,Ministério de Minas e Energia,32000,"21.453.848.843,92","18.662.867.801,83","18.647.300.638,32"
453,2019,Agência Nacional de Energia Elétrica,32210,Ministério de Minas e Energia,32000,"3.644.478.169,22","3.601.138.097,97","3.588.640.980,48"
454,2019,Agência Nacional de Mineração,32396,Ministério de Minas e Energia,32000,"3.963.142.855,02","3.589.488.488,41","3.569.634.001,60"
455,2019,Indústrias Nucleares do Brasil,20303,Ministério de Minas e Energia,32000,"913.162.554,85","708.739.735,80","691.423.587,86"
456,2019,Companhia de Pesquisa de Recursos Minerais,29208,Ministério de Minas e Energia,32000,"522.725.068,65","490.446.426,55","453.426.266,47"
457,2019,Nuclebrás Equipamentos Pesados S.A.,20302,Ministério de Minas e Energia,32000,"388.082.636,87","373.225.329,93","356.465.056,26"
458,2019,Empresa de Pesquisa Energética,32314,Ministério de Minas e Energia,32000,"110.898.274,64","103.100.952,30","98.243.603,54"
459,2019,Departamento Nacional de Produção Mineral,32263,Ministério de Minas e Energia,32000,"75.344.972,58","75.344.972,58","75.344.972,58"
460,2020,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",32205,Ministério de Minas e Energia,32000,"36.093.912.133,16","25.241.876.143,55","25.226.978.347,46"
461,2020,Agência Nacional de Mineração,32396,Ministério de Minas e Energia,32000,"5.486.959.874,62","5.442.896.859,25","5.424.826.405,03"
462,2020,Agência Nacional de Energia Elétrica,32210,Ministério de Minas e Energia,32000,"5.044.705.035,52","4.723.090.110,83","4.711.054.907,89"
463,2020,Indústrias Nucleares do Brasil,20303,Ministério de Minas e Energia,32000,"890.726.125,70","800.587.405,32","784.343.545,06"
464,2020,Companhia de Pesquisa de Recursos Minerais,29208,Ministério de Minas e Energia,32000,"495.544.884,95","466.087.125,61","429.219.182,58"
465,2020,Ministério de Minas e Energia - Unidades com vínculo direto,32000,Ministério de Minas e Energia,32000,"392.477.868,39","379.476.285,15","367.167.759,77"
466,2020,Nuclebrás Equipamentos Pesados S.A.,20302,Ministério de Minas e Energia,32000,"340.231.588,37","330.172.448,05","317.058.790,39"
467,2020,Empresa de Pesquisa Energética,32314,Ministério de Minas e Energia,32000,"112.088.497,58","101.514.580,90","97.835.515,89"
468,2021,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",32205,Ministério de Minas e Energia,32000,"48.775.040.420,69","39.926.267.893,53","39.907.659.845,83"
469,2021,Agência Nacional de Mineração,32396,Ministério de Minas e Energia,32000,"10.295.884.982,74","9.060.133.628,99","9.041.359.400,38"
470,2021,Ministério de Minas e Energia - Unidades com vínculo direto,32000,Ministério de Minas e Energia,32000,"4.293.270.063,10","4.278.118.109,41","4.265.427.814,46"
471,2021,Agência Nacional de Energia Elétrica,32210,Ministério de Minas e Energia,32000,"3.822.324.472,68","3.627.738.236,59","3.614.533.695,30"
472,2021,Indústrias Nucleares do Brasil,20303,Ministério de Minas e Energia,32000,"1.173.822.794,61","1.114.277.512,20","1.094.820.628,80"
473,2021,Companhia de Pesquisa de Recursos Minerais,29208,Ministério de Minas e Energia,32000,"504.043.954,75","468.941.759,62","436.466.927,68"
474,2021,Nuclebrás Equipamentos Pesados S.A.,20302,Ministério de Minas e Energia,32000,"341.943.094,54","332.867.087,97","320.421.776,06"
475,2021,Empresa de Pesquisa Energética,32314,Ministério de Minas e Energia,32000,"108.334.642,22","93.746.250,62","90.144.286,83"
476,2022,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",32205,Ministério de Minas e Energia,32000,"75.685.034.186,91","68.678.620.854,17","68.661.891.056,42"
477,2022,Agência Nacional de Mineração,32396,Ministério de Minas e Energia,32000,"9.560.332.526,97","5.673.444.671,30","5.659.917.161,67"
478,2022,Agência Nacional de Energia Elétrica,32210,Ministério de Minas e Energia,32000,"4.669.193.359,95","4.337.199.715,00","4.324.184.651,19"
479,2022,Ministério de Minas e Energia - Unidades com vínculo direto,32000,Ministério de Minas e Energia,32000,"1.527.653.873,52","1.504.826.087,09","1.491.527.882,96"
480,2022,Indústrias Nucleares do Brasil,20303,Ministério de Minas e Energia,32000,"626.338.656,17","626.338.656,17","626.338.656,17"
